App,Category,Rating,Reviews,Type,Price,Content Rating
CJ Poker Odds Calculator,GAME,4.1,207,Free,0,Everyone
CJ SO COOL,FAMILY,4.5,145,Free,0,Everyone
CJ the REALTOR,BUSINESS,5,1,Free,0,Everyone
CJ: Strike Back,GAME,4.3,29330,Free,0,Everyone
CK-12 Physics Simulations,FAMILY,4.1,30,Free,0,Everyone
CK-12: Practice Math & Science,FAMILY,4.2,562,Free,0,Everyone
CK Employee Portal,BUSINESS,5,7,Free,0,Everyone
CK FFXIV Companion,FAMILY,4.3,1364,Free,0,Everyone
CKZ ORIGINS,GAME,4.5,219821,Free,0,Mature 17+
CL-App,MEDICAL,4.7,6,Free,0,Everyone
CL-Phlebotomist,MEDICAL,4.7,19,Free,0,Everyone
CL Clock,BUSINESS,2.7,7,Free,0,Everyone
CL Keyboard - Myanmar Keyboard (No Ads),TOOLS,5,24,Free,0,Everyone
CL Notifier,TOOLS,5,36,Free,0,Teen
"CL Reader for Craigslist(For sale, jobs, rental..)",TOOLS,4.1,61,Free,0,Everyone
CL REPL,TOOLS,5,47,Free,0,Everyone
ClanManagerTT2,FAMILY,4.7,55,Free,0,Everyone
Clarksburg AH,MEDICAL,1,1,Free,0,Everyone
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,Free,0,Everyone
Clash of Clans,GAME,4.6,44893888,Free,0,Everyone 10+
Clash of Kings : The King Of Fighters version,FAMILY,4.2,2233681,Free,0,Teen
Clash Royale,GAME,4.6,23136735,Free,0,Everyone 10+
Clash Soundboard For CR & COC,FAMILY,4.3,13,Free,0,Everyone
ClassDojo,FAMILY,4.4,148536,Free,0,Everyone
Classic Calculator,TOOLS,4,85659,Free,0,Everyone
Classic FC 64 IN 1,FAMILY,4.2,1749,Free,0,Everyone
Classic Words Solo,GAME,4.4,135739,Free,0,Everyone
Clean Master- Space Cleaner & Antivirus,TOOLS,4.7,42916526,Free,0,Everyone
Clean Master Lite - For Low-End Phone,TOOLS,4.6,2246379,Free,0,Everyone
Clear,TOOLS,3.1,24151,Free,0,Everyone
ClearCareGo Caregiver,MEDICAL,4.2,1746,Free,0,Everyone
ClickMeeting Webinars,BUSINESS,3.8,5211,Free,0,Everyone
Clinic Doctor EHr,MEDICAL,5,2,Free,0,Everyone
Club,MEDICAL,4.4,3786,Free,0,Everyone
Club Penguin Island,FAMILY,2.8,107441,Free,0,Everyone
Clue,GAME,4.6,19922,Paid,1.99,Everyone 10+
Clumsy Santa ER Surgery,FAMILY,4.1,214,Free,0,Teen
CM AppLock,TOOLS,4.1,843,Free,0,Everyone
CM AppLock Fingerprint 2018,TOOLS,4.4,1264,Free,0,Everyone
CM Apps,TOOLS,3.8,3341,Free,0,Everyone
CM FILE MANAGER,TOOLS,4.4,953790,Free,0,Everyone
CM FILE MANAGER Pro,BUSINESS,4.2,2359,Paid,2.99,Everyone
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,Free,0,Everyone
CM Locker - Security Lockscreen,TOOLS,4.6,3090727,Free,0,Everyone
CM S Pen Add-on(ROOT),TOOLS,3.6,373,Free,0,Everyone
CM Secure Browser (Authorized),TOOLS,4.2,1147,Free,0,Everyone
CM Security Lite - Antivirus,TOOLS,4.6,262076,Free,0,Everyone
"CM Security Open VPN - Free, fast unlimited proxy",TOOLS,4.6,85496,Free,0,Everyone
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,Free,0,Everyone
CN Resident,FAMILY,5,1,Free,0,Everyone
CN Sayin' - Cartoon Network,FAMILY,4.5,85,Free,0,Everyone
CN Summer Challenge,FAMILY,3.7,985,Free,0,Everyone
CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,Paid,2.99,Everyone
CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,Free,0,Teen
Co Checker,TOOLS,1.9,12,Free,0,Everyone
Cochrane Library,MEDICAL,3.7,3,Free,0,Everyone
Code on the egg,TOOLS,3.9,146,Free,0,Everyone
codeEazy - C/C++/JAVA,FAMILY,4.6,130,Free,0,Everyone
Codes for GTA San Andreas,FAMILY,3.8,12414,Free,0,Everyone
codeSpark Academy & The Foos,FAMILY,4.1,4522,Free,0,Everyone
Color by Disney,FAMILY,2.7,5706,Free,0,Everyone
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,Free,0,Everyone
Color By Number - Sandbox Pixel Coloring Book,FAMILY,4.7,24557,Free,0,Everyone
Color by Number – New Coloring Book,GAME,4.7,142308,Free,0,Everyone 10+
Color by Number: Pixel Art,FAMILY,4.6,12034,Free,0,Everyone
Color By Numbers - Art Game for Kids and Adults,FAMILY,3.1,305,Free,0,Everyone
Color Flashlight,TOOLS,4.2,472904,Free,0,Everyone
Color Quartets,FAMILY,4,42,Free,0,Everyone
Color Road,GAME,4.1,84911,Free,0,Everyone
Colorfy: Coloring Book for Adults - Free,FAMILY,4.5,787107,Free,0,Everyone
Coloring & Learn,FAMILY,4.4,12753,Free,0,Everyone
Coloring Book at Five Nights,FAMILY,4,532,Free,0,Everyone
Coloring Book for Me & Mandala,FAMILY,4.6,401211,Free,0,Everyone
Coloring book moana,FAMILY,3.9,974,Free,0,Everyone
Combat BF: Black Ops 3,GAME,4.2,7699,Free,0,Mature 17+
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,Free,0,Teen
Commando Adventure Assassin,GAME,4,51067,Free,0,Teen
Companion for Fortnite & Fortnite Battle Royale,FAMILY,4.6,2736,Free,0,Everyone
Complete Anatomy for Android,MEDICAL,4.1,90,Free,0,Everyone
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,Free,0,Everyone
CompTIA A+ Pocket Prep,FAMILY,4.3,1311,Free,0,Everyone
CompTIA Exam Training,FAMILY,4.8,3053,Free,0,Everyone
COMSATS BOOK STORE FOR BS(CS),FAMILY,5,15,Free,0,Everyone
Connect'Em,FAMILY,4.5,49381,Free,0,Everyone
Connect'Em Halloween,FAMILY,4.5,6673,Free,0,Everyone
ConnectLine,MEDICAL,3.1,253,Free,0,Everyone
Contents Provider(C.P.)Explorer,TOOLS,4,1,Free,0,Everyone
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,Free,0,Teen
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,Free,0,Mature 17+
Contractor City Construction - Heavy Logistics,FAMILY,4.2,31,Free,0,Everyone
Control Center iOS 11 - Phone X Control Panel,TOOLS,4.1,1925,Free,0,Everyone
Control Center iOS 11 - Phone X notifications,TOOLS,4.3,514,Free,0,Everyone
Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,4.4,51,Free,0,Everyone
ConvertPad - Unit Converter,TOOLS,4.4,90831,Free,0,Everyone
Cook 'n Learn Smart Kitchen,FAMILY,3.5,205,Free,0,Everyone
Cook Baked Lasagna,FAMILY,4.2,56259,Free,0,Everyone
Cooking Fever,GAME,4.5,3198176,Free,0,Everyone
Cooking in the Kitchen,FAMILY,4.1,217736,Free,0,Everyone
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,Free,0,Everyone
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,Free,0,Everyone
Cops N Robbers,GAME,4,37789,Free,0,Teen
Cops N Robbers - FPS Mini Game,GAME,4.2,156862,Free,0,Everyone 10+
Cops N Robbers 2,GAME,4.1,63680,Free,0,Everyone 10+
Counter Attack - Multiplayer FPS,GAME,4.3,112565,Free,0,Teen
Counter Deck Calculator for CR,TOOLS,4.1,3446,Free,0,Everyone
Counter Online FPS Game,GAME,4.2,41089,Free,0,Teen
Counter Terrorist Attack,GAME,3.9,145931,Free,0,Teen
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,Free,0,Teen
Cover Fire: offline shooting games for free,GAME,4.7,725897,Free,0,Teen
CP Brown English-Telugu Dictionary,FAMILY,4.4,8,Free,0,Everyone
CP Calculator,FAMILY,4.1,187,Free,0,Everyone
CP Calculator - Poke Go Calc,FAMILY,4.1,7,Free,0,Everyone
Cp Calculator for Evolution:GO,FAMILY,4.8,124,Free,0,Everyone
CP Channel,FAMILY,4.6,7,Free,0,Everyone 10+
CP Creepypasta,FAMILY,3.8,128,Free,0,Teen
CP evolution calculator Pokemo,FAMILY,4.1,78,Free,0,Everyone
CP Installer App,BUSINESS,5,4,Free,0,Everyone
CP Plus Showcase,BUSINESS,4.3,236,Free,0,Everyone
CP RACING 2 FREE,FAMILY,4,4607,Free,0,Everyone
CP Ready,BUSINESS,4.5,56,Free,0,Everyone
CP ToolBox,BUSINESS,4.6,70,Free,0,Everyone
CP Trivia,GAME,5,5,Free,0,Everyone
CppDroid - C/C++ IDE,FAMILY,4.1,29978,Free,0,Everyone
CPU-Z,TOOLS,4.5,295430,Free,0,Everyone
CQ ESPM,BUSINESS,5,2,Free,0,Everyone
CQ: Lost In Transmission,GAME,4.2,4,Free,0,Everyone
CR & CoC Private Server - Clash Barbarians PRO,FAMILY,4.6,167974,Free,0,Everyone
Cr Aviation Academy,FAMILY,5,7,Free,0,Everyone
CR Best Decks,FAMILY,3.5,34,Free,0,Everyone
CR Calculator,TOOLS,4.3,297,Free,0,Everyone
CR Family,FAMILY,2.3,10,Free,0,Everyone
"CR Fans: Mazos, Clanes y Grupos",FAMILY,4.3,219,Free,0,Everyone
CR Magazine,BUSINESS,1,1,Free,0,Everyone
CR Tracker for Chests,TOOLS,5,6,Free,0,Everyone
Crack Attack,FAMILY,4.3,31970,Free,0,Everyone
Crack the blue angry birds egg,FAMILY,3.2,85,Free,0,Everyone
Crayola Color Blaster,GAME,3.8,17,Free,0,Everyone
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,Free,0,Everyone
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,Free,0,Everyone
Crazy Doctor,FAMILY,4,267636,Free,0,Teen
Crazy ER Open Heart Surgery Simulator,FAMILY,4,2936,Free,0,Everyone
Crazy Wheels,GAME,4,121082,Free,0,Teen
Create A Superhero HD,FAMILY,3.3,8642,Free,0,Teen
Create apps fast with beautiful design and no code,BUSINESS,3.7,23729,Free,0,Everyone
Creative Destruction,GAME,4.4,201426,Free,0,Teen
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,Free,0,Everyone
Crime Wars S. Andreas,GAME,4.3,5785,Free,0,Teen
Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,Free,0,Teen
CritDice - Dice Roller,FAMILY,4.7,2910,Free,0,Everyone
Critical Care Paramedic Review,MEDICAL,4.4,17,Paid,9.99,Everyone 10+
Critical Ops,GAME,4.4,1397944,Free,0,Teen
Critical Strike CS: Counter Terrorist Online FPS,GAME,4.3,22773,Free,0,Mature 17+
CrossFire: Legends,GAME,4.3,144040,Free,0,Teen
Crossy Road,GAME,4.5,4230886,Free,0,Everyone
Crusaders Quest,FAMILY,4.4,475020,Free,0,Everyone 10+
CS-Touch,FAMILY,3.9,337,Free,0,Everyone
CS & IT Interview Questions,FAMILY,5,43,Free,0,Everyone
CS Guns Shoot,FAMILY,3.7,433,Free,0,Teen
CS Interview FAQs,FAMILY,4.3,99,Free,0,Everyone
CS Interview Questions (TechQ),FAMILY,4.8,33,Free,0,Everyone
CS16Client,GAME,4.3,8668,Free,0,Teen
CSCS BG (в български),FAMILY,2.4,7,Paid,3.99,Everyone
CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,4.8,8191,Free,0,Everyone
CT-Guide & Positioning,FAMILY,3.7,6,Free,0,Everyone
CT-REMOTE,GAME,3.3,19,Paid,4.49,Everyone
CT-Stream Player,FAMILY,3.9,84,Free,0,Everyone
CT - DTC Lookup,TOOLS,4.1,41,Free,0,Everyone
CT Abdomen,FAMILY,4.3,7,Free,0,Everyone
CT Abdomen Pelvis,MEDICAL,4,36,Free,0,Everyone
CT Brain Interpretation,FAMILY,5,3,Free,0,Everyone
CT Cervical Spine,MEDICAL,5,5,Free,0,Everyone
CT Lottery,FAMILY,3.8,271,Free,0,Teen
CT MyChiroTown Mobile,MEDICAL,3.9,40,Free,0,Everyone
CT Neck,MEDICAL,4.4,7,Free,0,Everyone
CT POSITIONING,MEDICAL,4.5,18,Free,0,Everyone
CT Scan Cross Sectional Anatomy,MEDICAL,4.3,10,Free,0,Everyone
CT Scan Generations,FAMILY,4.7,6,Free,0,Everyone
CT Scan Viewer 3D,MEDICAL,4.2,6,Free,0,Everyone
CT Sessions,MEDICAL,4.3,62,Free,0,Everyone
Cube Z (Pixel Zombies),GAME,4.2,41444,Free,0,Teen
Curio Quest,FAMILY,4.3,59152,Free,0,Everyone 10+
Curriculum Vitae,BUSINESS,3.7,3757,Free,0,Everyone
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4571,Free,0,Everyone
Cursive Writing Wizard - Handwriting,FAMILY,4,3745,Free,0,Everyone
Cut the Rope FULL FREE,GAME,4.4,2123793,Free,0,Everyone
Cut the Rope GOLD,FAMILY,4.6,61264,Paid,0.99,Everyone
Cute Images for Whatsapp,FAMILY,4.4,634,Free,0,Teen
Cute Pet Puppies,FAMILY,4,10447,Free,0,Everyone
Cutie Cubies,FAMILY,4.4,6356,Free,0,Everyone
CV-Library Job Search,BUSINESS,4.4,6997,Free,0,Everyone
CV Builder,BUSINESS,3.8,203,Free,0,Everyone
CV Builder for Smart Resumes,BUSINESS,3.4,22,Free,0,Everyone
CV Creator,FAMILY,4.4,31,Free,0,Everyone
CV Engineer - Free Resume Maker & CV Templates,BUSINESS,4.6,213,Free,0,Everyone
CV EXAMPLES,BUSINESS,4.1,423,Free,0,Everyone
CV Examples 2018,FAMILY,4.5,625,Free,0,Everyone
CV Formats 2018,FAMILY,4.3,374,Free,0,Everyone
Cv maker / Job cv maker,FAMILY,4.4,14,Free,0,Everyone
CV maker for Job Applications and Resume Maker,TOOLS,4.2,75,Free,0,Everyone
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4,114,Free,0,Everyone
CV Maker Pro,BUSINESS,3.7,113,Free,0,Everyone
CV S ( CV Editor - Resume ),BUSINESS,4.5,3972,Free,0,Teen
CV Samples 2018,BUSINESS,4.3,34,Free,0,Everyone
CV Templates 2018,FAMILY,4,13,Free,0,Everyone
CVRIA,BUSINESS,4.7,68,Free,0,Everyone
CVS Caremark,MEDICAL,3.5,3707,Free,0,Everyone
CW Deposit,BUSINESS,3,4,Free,0,Everyone
CW Seed,FAMILY,4.5,16391,Free,0,Teen
CX-10DS,FAMILY,3.4,12,Free,0,Everyone
CX-10WiFi,FAMILY,4,1419,Free,0,Everyone
CX-17WIFI,FAMILY,4.3,49,Free,0,Everyone
cx-32wifi,FAMILY,4.1,62,Free,0,Everyone
cx-33wifi,FAMILY,4.4,63,Free,0,Everyone
CX-37,FAMILY,3.9,13,Free,0,Everyone
CX-40,FAMILY,3,2,Free,0,Everyone
CX-60,FAMILY,3.1,19,Free,0,Everyone
CX-OF,FAMILY,4.2,18,Free,0,Everyone
CX-WiFi720P,FAMILY,3.1,47,Free,0,Everyone
Cx File Explorer,TOOLS,4.7,175,Free,0,Everyone
CX North America,BUSINESS,3.9,10,Free,0,Everyone
CX Ram Booster,TOOLS,3.9,12,Free,0,Everyone
CX watcher,FAMILY,4.5,4,Free,0,Everyone
CXmodel-ufo,FAMILY,3.8,19,Free,0,Everyone
Cy-Fair VFD EMS Protocols,MEDICAL,5,2,Free,0,Everyone 10+
Cy-Reader,FAMILY,4.8,17,Free,0,Everyone
Cymath - Math Problem Solver,FAMILY,4.5,10159,Free,0,Everyone
Cytus,GAME,4.7,541732,Free,0,Everyone
Cytus II,GAME,4.7,16851,Paid,1.99,Everyone 10+
CZ-Cyberon Voice Commander,TOOLS,3.8,131,Paid,5.99,Everyone
CZ File Manager,TOOLS,2.2,876,Free,0,Everyone
CZ Kompas,TOOLS,5,2,Free,0,Everyone
D Day World War II Commando Survival Shooting,GAME,4.2,951,Free,0,Teen
Daily K-Talk,FAMILY,4.3,264,Free,0,Everyone
Dan the Man: Action Platformer,GAME,4.8,528550,Free,0,Teen
Dance Magic Fashion Style Games,FAMILY,4.6,2533,Free,0,Everyone
Dance On Mobile,FAMILY,4.1,23609,Free,0,Teen
Dance School Stories - Dance Dreams Come True,FAMILY,4.4,91171,Free,0,Everyone
Darkness Rises,FAMILY,4.7,456474,Free,0,Teen
Dash Quest Heroes,GAME,4.3,8432,Free,0,Everyone 10+
Dash Tag - Fun Endless Runner!,FAMILY,4.5,6750,Free,0,Everyone
daskal.eu,FAMILY,5,5,Free,0,Everyone
"DataCamp - Learn R, Python & SQL",FAMILY,4.4,944,Free,0,Everyone
Davis's Drug Guide,MEDICAL,3.9,272,Free,0,Everyone
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,Free,0,Everyone
Day R Premium,FAMILY,4.8,51068,Paid,4.99,Teen
DB Browser,TOOLS,3.3,236,Free,0,Everyone
DB Customer Connect,BUSINESS,4.2,100,Free,0,Everyone
DB for Fallout Shelter,FAMILY,4,3323,Free,0,Everyone
DB for Hustle Castle,FAMILY,4.8,21,Free,0,Everyone
DB LINK RGB,TOOLS,2.7,7,Free,0,Everyone
dB Meter - measure sound & noise level in Decibel,TOOLS,4.6,154,Free,0,Everyone
DB Pickles,BUSINESS,5,5,Free,0,Everyone
dB Sound Level Meter,TOOLS,3.9,203,Free,0,Everyone
dB Sound Meter,TOOLS,4.1,29,Free,0,Everyone
DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,Free,0,Everyone
DB Stay Connected,BUSINESS,4.6,17,Free,0,Everyone
DB Tools,FAMILY,4.6,37,Free,0,Everyone
DB TOS - Pocket Helper,TOOLS,4.2,265,Free,0,Everyone
DB Train Simulator,FAMILY,3.7,6514,Free,0,Everyone
DB Ultra Saiyan Battle,GAME,4.5,33,Free,0,Everyone 10+
dB: Sound Meter Pro,TOOLS,4.3,31,Free,0,Everyone
DC All Access,FAMILY,4.4,12639,Free,0,Teen
DC Legends: Battle for Justice,FAMILY,4.5,355613,Free,0,Teen
DC N COMPANY ENTERTAINMENT RADIO!,FAMILY,5,22,Free,0,Mature 17+
DC Super Hero Girls™,FAMILY,4.3,43090,Free,0,Everyone
DC Universe Quiz,GAME,4.3,11,Free,0,Everyone
DCUO|CR Calculator Lite,TOOLS,4,182,Free,0,Everyone
DCUO|CR Calculator Pro,TOOLS,4.6,82,Paid,0.99,Everyone
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,Free,0,Teen
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,Free,0,Mature 17+
Dead Zombie Evil Killer:Axe,GAME,3.9,71,Free,0,Teen
Deaf Interpreter,MEDICAL,3.8,24,Free,0,Everyone
Death Dragon Knights RPG,FAMILY,4.1,11179,Free,0,Teen
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,Free,0,Teen
"Decibel X PRO - Sound Meter dBA, Noise Detector",TOOLS,4.3,60,Paid,3.99,Everyone
Deck Advisor for CR,TOOLS,4.1,37975,Free,0,Everyone
Deck Analyzer for CR,TOOLS,4.2,2630,Free,0,Everyone
Deck Builder & Analyzer for CR,FAMILY,3.1,52,Free,0,Everyone
Deck Heroes: Legacy,GAME,4.7,466495,Free,0,Teen
Deck Shop for Clash Royale,FAMILY,4.6,2167,Free,0,Everyone
Deck Simulator for CR,TOOLS,3.4,202,Free,0,Everyone
Deep Sleep and Relax Hypnosis,MEDICAL,4.2,4852,Free,0,Everyone
Deep Sleep Battery Saver,TOOLS,4.1,22032,Free,0,Everyone
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,Paid,3.28,Everyone
DEER HUNTER 2018,GAME,4.3,955656,Free,0,Teen
DEER HUNTER CHALLENGE,GAME,3.7,38767,Free,0,Everyone 10+
DEER HUNTER CLASSIC,GAME,4.4,3941129,Free,0,Teen
DEER HUNTER RELOADED,GAME,4.3,314774,Free,0,Teen
Defender,GAME,4.6,152395,Free,0,Everyone 10+
Delta Dental,MEDICAL,3,914,Free,0,Everyone
Denis Brogniart - AH !,FAMILY,4.5,2931,Free,0,Everyone
Dentist Surgery ER Emergency Doctor Hospital Games,FAMILY,3.5,2580,Free,0,Everyone
Depths of Betrayal CE (Full),FAMILY,4.3,363,Paid,2.99,Everyone 10+
Dermatology Atlas (Colored & Illustrative),MEDICAL,5,3,Free,0,Everyone
Design Home,FAMILY,4.4,539931,Free,0,Everyone
Desperate Housewives: The Game,FAMILY,4.2,10440,Free,0,Teen
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,Free,0,Everyone 10+
Destroy Gunners Σ,GAME,4.4,10786,Free,0,Everyone
Detect-O-Gromit (D.O.G 2),FAMILY,3.8,45,Paid,2.49,Everyone
Deus Ex GO,FAMILY,4.5,9699,Paid,0.99,Teen
Device Help,TOOLS,4.2,28860,Free,0,Everyone
Dexcom G6,MEDICAL,3,45,Free,0,Everyone
DF@realtime,BUSINESS,4.3,24,Free,0,Everyone
DG-App,TOOLS,5,1,Free,0,Everyone
DG Mobile,GAME,4.3,59,Free,0,Everyone
DG Smart life,TOOLS,2.1,14,Free,0,Everyone
DG Surveyor,BUSINESS,3.6,5,Paid,8.99,Everyone
DH-UFO,FAMILY,5,1,Free,0,Everyone
DH Pineapple Poker OFC,GAME,4.2,1878,Free,0,Teen
DH Texas Poker - Texas Hold'em,GAME,4.4,562345,Free,0,Teen
DH UFO,FAMILY,3,4,Free,0,Everyone
Diabetes & Diet Tracker,MEDICAL,4.6,395,Paid,9.99,Everyone
Diabetes Connect,MEDICAL,4.5,4027,Free,0,Everyone
Diabetes mellitus (DM) from zero to hero,MEDICAL,4.9,18,Free,0,Everyone
"Diabetes, Blood Pressure, Health Tracker App",MEDICAL,4.5,309,Free,0,Everyone
Diabetes:M,MEDICAL,4.6,15545,Free,0,Everyone
Dialysis of Drugs,MEDICAL,2.9,92,Free,0,Everyone
diep.io,GAME,4.1,347883,Free,0,Everyone
Differential Dx,MEDICAL,4,8,Paid,3.99,Everyone
Differential Dx Free,MEDICAL,4,238,Free,0,Everyone 10+
Differential Equations Steps,FAMILY,3.6,1185,Free,0,Everyone
Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,Free,0,Everyone
Digital Alarm Clock,TOOLS,4.2,118439,Free,0,Everyone
Digital Clock AW-7,TOOLS,4.1,484,Free,0,Everyone
Digital Falak,TOOLS,4.7,3408,Free,0,Everyone
Digoo·Cloud,TOOLS,4.1,543,Free,0,Everyone
Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,Free,0,Teen
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820,Free,0,Teen
Dino in City-Dinosaur N Police,FAMILY,3.7,10035,Free,0,Teen
Dino T-Rex,GAME,4,69115,Free,0,Everyone
Dino War: Rise of Beasts,GAME,4.1,18996,Free,0,Teen
Dinosaur Simulator: Dino World,GAME,4,26649,Free,0,Teen
Dinosaur War,FAMILY,4.3,157997,Free,0,Everyone
DIRECTV,FAMILY,4.1,235486,Free,0,Teen
DIRECTV for Tablets,FAMILY,3.9,24123,Free,0,Teen
DIRECTV Remote App,FAMILY,3,480,Free,0,Everyone
Dirt Trackin Sprint Cars,GAME,3.8,499,Paid,3.99,Everyone
Disaster Will Strike,FAMILY,4.5,14692,Free,0,Everyone
Disc Label Print,TOOLS,3,262,Free,0,Everyone
Disciple Maker’s (DM) Lab,FAMILY,5,3,Free,0,Everyone
Discovery K!ds Play!,FAMILY,4.1,19388,Free,0,Everyone
Discovery K!ds Play! Español,FAMILY,4.2,11263,Free,0,Everyone
DiskDigger photo recovery,TOOLS,4.2,227798,Free,0,Everyone
Disney Crossy Road,FAMILY,4.5,514088,Free,0,Everyone
Disney Heroes: Battle Mode,GAME,4.6,102107,Free,0,Everyone 10+
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,Free,0,Everyone
Disney Magic Timer by Oral-B,FAMILY,3.9,31061,Free,0,Everyone
Disney Princess Palace Pets,FAMILY,3.9,60097,Free,0,Everyone
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Free,0,Everyone
Display Phone Screen On TV,TOOLS,3.6,9895,Free,0,Everyone
Ditto CP Calculator GO,TOOLS,4.3,34,Free,0,Everyone
DJ Electro Mix Pad,FAMILY,3.9,53301,Free,0,Everyone
DJ Mix Effects Simulator,FAMILY,4.1,5997,Free,0,Everyone
DJ Music Pad,FAMILY,3.6,35121,Free,0,Everyone
DJMAX TECHNIKA Q - Music Game,GAME,4.3,21107,Free,0,Everyone
dk,FAMILY,4.8,5,Free,0,Everyone
DK 15 Minute Language Course,FAMILY,2.8,21,Free,0,Everyone
DK Quiz,GAME,4.4,1628,Free,0,Everyone
DK Readers,FAMILY,3.9,30,Free,0,Everyone
dk Verk,BUSINESS,4.4,9,Free,0,Everyone
DK Virtual Reality,FAMILY,3.7,42,Free,0,Everyone
DL Hughley,FAMILY,4.6,12,Free,0,Mature 17+
DM 24/7,TOOLS,3.6,7,Free,0,Everyone
DM airdisk,TOOLS,2.8,11,Free,0,Everyone
DM airdisk Pro,TOOLS,3.2,11,Free,0,Everyone
DM Buddy » Learn Digital Marketing,FAMILY,5,3,Free,0,Everyone
DM EVOLUTION,GAME,2.5,450,Free,0,Everyone
DM HiDisk,TOOLS,2.8,54,Free,0,Everyone
DM security - Dragon Mobile,TOOLS,3.9,27,Free,0,Everyone
DMC ER Now,MEDICAL,4.3,6,Free,0,Everyone
DN Employee,FAMILY,5,1,Free,0,Everyone
DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4.3,123,Free,0,Everyone
do,FAMILY,3.1,1073,Free,0,Everyone
Do I Snore or Grind,MEDICAL,4.4,2295,Free,0,Everyone
Do Not Crash,FAMILY,3.7,56664,Free,0,Everyone
Do Not Disturb! 2 - Challenge Your Prank Skills!,FAMILY,4,34417,Free,0,Everyone
DO YOU KNOW THE WAY Soundboard,FAMILY,4.5,1007,Free,0,Everyone
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,Free,0,Everyone
Doctor Finder CY,MEDICAL,4.9,57,Free,0,Everyone
Doctor Games For Girls - Hospital ER,FAMILY,4.5,51,Free,0,Everyone
Doctor Kids,FAMILY,4.2,200450,Free,0,Everyone
Doctor On Demand,MEDICAL,4.7,18674,Free,0,Everyone
Doctor Pets,FAMILY,4.2,23060,Free,0,Everyone
Doctor X - ER On Wheels,FAMILY,3.6,12781,Free,0,Everyone
Doctr – ER wait times in Canada,MEDICAL,4.2,980,Free,0,Everyone
Does not Commute,GAME,4,154108,Free,0,Everyone
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,Free,0,Everyone
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,Free,0,Teen
Doll House Design & Decoration 2: Girls House Game,FAMILY,3.9,2338,Free,0,Everyone
Dolphin and fish coloring book,FAMILY,3.9,2249,Free,0,Everyone
Dominos Game ✔️,FAMILY,4.1,2903,Free,0,Everyone
Don't Hug Me I'm So Scared,GAME,3.5,901,Free,0,Everyone
Don't Starve: Pocket Edition,GAME,4.4,17988,Paid,4.99,Teen
Don't Starve: Shipwrecked,GAME,4.1,1468,Paid,4.99,Teen
Don't touch my phone,TOOLS,3.8,21943,Free,0,Everyone
Doodle Jump,GAME,4.3,1083571,Free,0,Everyone
Doomsday Preppers™,FAMILY,4.2,137167,Free,0,Everyone
Dosecast - Medication Reminder,MEDICAL,4.3,4107,Free,0,Everyone
Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001,Free,0,Everyone
Dots puzzle,FAMILY,4,179,Paid,0.99,Everyone
Download Accelerator Plus,TOOLS,4.2,43677,Free,0,Everyone
Download All Files,TOOLS,3.8,120494,Free,0,Everyone
Download Blazer,TOOLS,3.9,34612,Free,0,Everyone
